178351393081570.9,174769.0380243095
135347019575802.7,173493.3830020229
631844361635139.5,180628.3673386911
2156813046748918,186256.162167799
977779734863450.8,182643.1928874544
424096607440465.5,178823.1350106481
2510071836515704,187039.8511863309
573165947535547.2,180179.9844524054
3256091292432601,188213.2315746249
723917457705586.2,181231.3040765597
788411097268132,181714.5745026582
797714427558813.5,181696.4279630436
420969931624835.6,178806.2792941078
897020809171656.8,182299.3126257643
1483655241253931,184641.8999206887
598638216315194.9,180397.2332219784
1560275153930487,184789.3654798844
1588231581177891,184894.4637181055
903421571883728.8,182294.0590457522
1001458961950708,182789.815515048
1030200783132843,182860.931806102
602173859096527,180423.6208353609
521346401478102.2,179780.2416284127
2383254411149297,186765.6358009888
1761191799447282,185404.1641086054
1349746672810394,184178.8001816097
666415892879805.5,180866.1210257974
246286491828879.7,176283.7536090984
183589478150220.1,174978.8656578996
1151088278455699,183479.8736816047
202094806036369.7,175419.1946524609
482999735245832.9,179417.4045113813
278844496067024.8,176888.1853211306
758777365979901.1,181420.2403152668
1492487407839426,184595.4586482118
180837736392069.1,174881.1185698198
630142104038248.9,180661.931387602
405049919776866.6,178548.4477810104
1607915783198580,184979.5780912252
1289502086593859,183955.970494314
463770243920720.2,179154.8127914083
520821293912731.6,179809.2637737068
1531528998216447,184642.47574792
537170004507692.8,179858.1898624342
892144674848445.9,182238.163462702
338227961289916.1,177751.6931082472
4839421313412084,190094.6300041561
718964361376360.8,181252.1072639801
485060149086948.1,179381.0171372139
364792303961025.4,178157.1151227915
191931975493272.6,175146.2929512854
708142357259163.4,181201.6857398294
152216933916683.6,174013.8495280774
514115321565772,179699.906044739
516081879290477.9,179666.9125176159
3078100443042404,187974.3892188476
660478087784252.8,180861.3684119152
167853530850970,174555.7163419447
967457722302787.9,182646.2716026471
1195128625169035,183557.8875550065
2624781054318477,187235.4996436523
1274720887421894,183875.0106720117
834547891486824.6,181941.3186799416
175851166348248.7,174763.2426338061
208643123479468.9,175538.6324755217
1218961926792390,183681.2450134095
727745193702124.2,181323.2363089551
2589043277561358,187167.2216247336
2072399123227108,186065.466746276
432385873527394.6,178876.732636064
1462858738816320,184514.4023394885
3132292509318386,188048.9238363219
965602980457419.9,182642.8683161121
656050846793655,180822.9549283793
336595666660910.6,177753.8866534039
1371891955425986,184262.2314467915
454950505239102.6,179124.7812968931
410276146132556.2,178646.9699164284
484225239603166.5,179370.7519829463
525790378243726.9,179803.4985499906
384290917307156.6,178304.8756133859
173716945809583,174683.0010681307
539951868403078.6,179995.6863626412
941378752547721.8,182477.4512251885
485207627901796.1,179397.8954390925
273893370347714,176808.1429086063
567655542302502.8,180145.5809891855
851006565996219,182017.1828739134
1049313125154670,183009.9657558641
251827597472280,176410.250608189
994070758413897.8,182775.8510569554
1800020493131831,185540.1207656843
869342986690280.2,182175.516022098
724220767013298.4,181271.811129174
425405230037781,178816.398496086
286816383957005.5,177012.4969707355
222832985723067.4,175853.107599689
794593096058907.8,181739.9095043013
1410560794131288,184416.7650675641
580566898742499.2,180251.0869846897
1126323450350876,183326.8650052944
930506836317186.6,182399.6383000966
832808634692861.4,181928.0021230732
